Name;Type;Literature;Genes;;
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP.html;ENSG00000154096,ENSG00000229685,ENSG00000237710,ENSG00000243067,ENSG00000234154,ENSG00000206291,ENSG00000224103,ENSG00000118523,ENSG00000135074,ENSG00000166002,ENSG00000198873,ENSG00000130635,ENSG00000151702,ENSG00000166086,ENSG00000198523,ENSG00000172638;;
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN.html;ENSG00000100219,ENSG00000132746,ENSG00000070669,ENSG00000105929,ENSG00000178075,ENSG00000118513,ENSG00000183044,ENSG00000112357,ENSG00000016402,ENSG00000112378,ENSG00000196177,ENSG00000054277,ENSG00000151914,ENSG00000113739,ENSG00000117500,ENSG00000137962;;
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP.html;ENSG00000110002,ENSG00000076706,ENSG00000134323,ENSG00000105854,ENSG00000100276,ENSG00000182871,ENSG00000118515,ENSG00000183044,ENSG00000137845,ENSG00000118503,ENSG00000143801,ENSG00000173457,ENSG00000170745,ENSG00000136205,ENSG00000160867,ENSG00000105976;;
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN.html;ENSG00000071575,ENSG00000079931,ENSG00000101470,ENSG00000116741,ENSG00000146674,ENSG00000187678,ENSG00000116774,ENSG00000152518,ENSG00000108691,ENSG00000171033,ENSG00000196296,ENSG00000139289,ENSG00000120875,ENSG00000180209,ENSG00000104722,ENSG00000196628;;
FOURNIER_ACINAR_DEVELOPMENT_EARLY_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/FOURNIER_ACINAR_DEVELOPMENT_EARLY_UP.html;ENSG00000166037,ENSG00000118898,ENSG00000133315,ENSG00000119782,ENSG00000143457,ENSG00000116678,ENSG00000075426,ENSG00000141542,ENSG00000172340,ENSG00000115380,ENSG00000080603,ENSG00000145545,ENSG00000122741,ENSG00000198839,ENSG00000104765,ENSG00000063046;;
FOURNIER_ACINAR_DEVELOPMENT_EARLY_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/FOURNIER_ACINAR_DEVELOPMENT_EARLY_DN.html;ENSG00000137801,ENSG00000157193,ENSG00000139289,ENSG00000133030,ENSG00000139211,ENSG00000144136;;
FOURNIER_ACINAR_DEVELOPMENT_LATE_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/FOURNIER_ACINAR_DEVELOPMENT_LATE_UP.html;ENSG00000130203,ENSG00000109846,ENSG00000134757,ENSG00000165389,ENSG00000124766,ENSG00000204103,ENSG00000136235,ENSG00000196628,ENSG00000186395,ENSG00000129151,ENSG00000196136;;
FOURNIER_ACINAR_DEVELOPMENT_LATE_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/FOURNIER_ACINAR_DEVELOPMENT_LATE_DN.html;ENSG00000171848,ENSG00000115758,ENSG00000111206,ENSG00000066279,ENSG00000174442,ENSG00000161960,ENSG00000100749,ENSG00000071539,ENSG00000109805,ENSG00000087586,ENSG00000120875,ENSG00000123975,ENSG00000110888,ENSG00000072110,ENSG00000137440,ENSG00000142627;;
NAM_FXYD5_TARGETS_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/NAM_FXYD5_TARGETS_DN.html;ENSG00000167996,ENSG00000167601,ENSG00000006530,ENSG00000108691,ENSG00000119878,ENSG00000131828,ENSG00000167088,ENSG00000174780,ENSG00000089327,ENSG00000101311,ENSG00000120805,ENSG00000131844,ENSG00000134001,ENSG00000104343,ENSG00000178053,ENSG00000115541;;
FRASOR_TAMOXIFEN_RESPONSE_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/FRASOR_TAMOXIFEN_RESPONSE_UP.html;ENSG00000160285,ENSG00000149809,ENSG00000118007,ENSG00000185338,ENSG00000169583,ENSG00000155111,ENSG00000144724,ENSG00000163946,ENSG00000115884,ENSG00000163435,ENSG00000117266,ENSG00000049323,ENSG00000134107,ENSG00000085276,ENSG00000103365,ENSG00000162552;;
FRASOR_TAMOXIFEN_RESPONSE_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/FRASOR_TAMOXIFEN_RESPONSE_DN.html;ENSG00000183044,ENSG00000109065,ENSG00000103966,ENSG00000007944,ENSG00000150593,ENSG00000108176,ENSG00000101846,ENSG00000139629,ENSG00000106780,ENSG00000140905,ENSG00000125398;;
KIM_RESPONSE_TO_TSA_AND_DECITABINE_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/KIM_RESPONSE_TO_TSA_AND_DECITABINE_UP.html;ENSG00000118004,ENSG00000111907,ENSG00000064205,ENSG00000006128,ENSG00000128510,ENSG00000149809,ENSG00000066923,ENSG00000128833,ENSG00000106258,ENSG00000118898,ENSG00000077454,ENSG00000175315,ENSG00000135525,ENSG00000137880,ENSG00000256277,ENSG00000087077;;
KIM_RESPONSE_TO_TSA_AND_DECITABINE_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/KIM_RESPONSE_TO_TSA_AND_DECITABINE_DN.html;ENSG00000120457,ENSG00000137875,ENSG00000196187,ENSG00000165912,ENSG00000188677,ENSG00000105723,ENSG00000172340,ENSG00000048828,ENSG00000147403,ENSG00000160563,ENSG00000101204,ENSG00000010704;;
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP.html;ENSG00000115738,ENSG00000154096,ENSG00000171848,ENSG00000198040,ENSG00000183579,ENSG00000091972,ENSG00000172469,ENSG00000197771,ENSG00000149554,ENSG00000130635,ENSG00000134627,ENSG00000112249,ENSG00000164484,ENSG00000152661,ENSG00000109861,ENSG00000164692;;
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN.html;ENSG00000110002,ENSG00000064199,ENSG00000146054,ENSG00000114670,ENSG00000074416,ENSG00000149021,ENSG00000124102,ENSG00000124107,ENSG00000132746,ENSG00000101443,ENSG00000101448,ENSG00000118322,ENSG00000160345,ENSG00000127948,ENSG00000151715,ENSG00000160213;;
WATANABE_COLON_CANCER_MSI_VS_MSS_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/WATANABE_COLON_CANCER_MSI_VS_MSS_UP.html;ENSG00000146054,ENSG00000149480,ENSG00000124920,ENSG00000132507,ENSG00000116711,ENSG00000090104,ENSG00000104824,ENSG00000183856,ENSG00000134193,ENSG00000005513,ENSG00000112541,ENSG00000106144,ENSG00000043355,ENSG00000213145,ENSG00000137203,ENSG00000158773;;
WATANABE_COLON_CANCER_MSI_VS_MSS_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/WATANABE_COLON_CANCER_MSI_VS_MSS_DN.html;ENSG00000205277,ENSG00000121741,ENSG00000182747,ENSG00000170835,ENSG00000168243,ENSG00000162383,ENSG00000163618,ENSG00000134215,ENSG00000121957,ENSG00000143622,ENSG00000173212,ENSG00000197408,ENSG00000147862,ENSG00000001626,ENSG00000134240,ENSG00000058600;;
KOBAYASHI_EGFR_SIGNALING_6HR_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/KOBAYASHI_EGFR_SIGNALING_6HR_UP.html;ENSG00000114796,ENSG00000150593,ENSG00000197329,ENSG00000011523,ENSG00000138764,ENSG00000185432,ENSG00000165272;;
KOBAYASHI_EGFR_SIGNALING_6HR_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/KOBAYASHI_EGFR_SIGNALING_6HR_DN.html;ENSG00000175592,ENSG00000142871,ENSG00000117525,ENSG00000177606,ENSG00000123689,ENSG00000138166,ENSG00000110092,ENSG00000181649,ENSG00000149948,ENSG00000139318,ENSG00000163235,ENSG00000006210,ENSG00000120875,ENSG00000095752,ENSG00000185022,ENSG00000142627;;
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP.html;ENSG00000171848,ENSG00000235692,ENSG00000224782,ENSG00000206283,ENSG00000237335,ENSG00000204197,ENSG00000073111,ENSG00000175063,ENSG00000164611,ENSG00000149554,ENSG00000183624,ENSG00000072571,ENSG00000233450,ENSG00000156970,ENSG00000146918,ENSG00000051180;;
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN.html;ENSG00000109944,ENSG00000196914,ENSG00000198939,ENSG00000168056,ENSG00000174483,ENSG00000196199,ENSG00000032742,ENSG00000118096,ENSG00000080546,ENSG00000121671,ENSG00000121310,ENSG00000099622,ENSG00000105792,ENSG00000028528,ENSG00000074621,ENSG00000187240;;
GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_UP.html;ENSG00000080546,ENSG00000184371,ENSG00000162777,ENSG00000116678,ENSG00000134574,ENSG00000063176,ENSG00000104852,ENSG00000115904,ENSG00000108651,ENSG00000125944,ENSG00000120889,ENSG00000182541,ENSG00000073969,ENSG00000181026,ENSG00000198088,ENSG00000136048;;
GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_DN.html;ENSG00000188486,ENSG00000115738,ENSG00000215077,ENSG00000234507,ENSG00000183718,ENSG00000145916,ENSG00000128564,ENSG00000149499,ENSG00000112234,ENSG00000127980,ENSG00000176973,ENSG00000160209,ENSG00000197226,ENSG00000127022,ENSG00000149218,ENSG00000110090;;
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP.html;ENSG00000113070,ENSG00000112200,ENSG00000075426,ENSG00000134574,ENSG00000087088,ENSG00000120889,ENSG00000067113,ENSG00000065989,ENSG00000089818,ENSG00000001561,ENSG00000073910,ENSG00000014914,ENSG00000172667,ENSG00000139832,ENSG00000112941,ENSG00000119508;;
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_DN.html;ENSG00000154096,ENSG00000176894,ENSG00000168118,ENSG00000105258,ENSG00000084754,ENSG00000130332,ENSG00000130255,ENSG00000122257,ENSG00000169641,ENSG00000007944,ENSG00000137100,ENSG00000130203,ENSG00000102103,ENSG00000177479,ENSG00000136999,ENSG00000150045;;
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP.html;ENSG00000229685,ENSG00000206291,ENSG00000224103,ENSG00000112303,ENSG00000160201,ENSG00000196323,ENSG00000148411,ENSG00000228163,ENSG00000236177,ENSG00000102678,ENSG00000137726,ENSG00000168384,ENSG00000232569,ENSG00000235915,ENSG00000237051,ENSG00000233095;;
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN.html;ENSG00000176894,ENSG00000198040,ENSG00000058262,ENSG00000118495,ENSG00000218497,ENSG00000155508,ENSG00000168118,ENSG00000163634,ENSG00000084693,ENSG00000198858,ENSG00000084774,ENSG00000204237,ENSG00000030066,ENSG00000021574,ENSG00000130255,ENSG00000133597;;
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP.html;ENSG00000171848,ENSG00000135074,ENSG00000149557,ENSG00000175063,ENSG00000164611,ENSG00000170234,ENSG00000165480,ENSG00000156970,ENSG00000040275,ENSG00000168917,ENSG00000137812,ENSG00000256998,ENSG00000157456,ENSG00000256689,ENSG00000181163,ENSG00000155506;;
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN.html;ENSG00000110002,ENSG00000160703,ENSG00000134317,ENSG00000115758,ENSG00000236761,ENSG00000014216,ENSG00000162174,ENSG00000175121,ENSG00000091972,ENSG00000124107,ENSG00000169894,ENSG00000101443,ENSG00000112419,ENSG00000157259,ENSG00000196636,ENSG00000152894;;
ZERBINI_RESPONSE_TO_SULINDAC_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/ZERBINI_RESPONSE_TO_SULINDAC_UP.html;ENSG00000180370,ENSG00000118689,ENSG00000162892,ENSG00000116717,ENSG00000162772,ENSG00000172216,ENSG00000153879,ENSG00000136244,ENSG00000169429;;
ZERBINI_RESPONSE_TO_SULINDAC_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/ZERBINI_RESPONSE_TO_SULINDAC_DN.html;ENSG00000157456,ENSG00000170312,ENSG00000100814,ENSG00000134057,ENSG00000158402,ENSG00000124762;;
IGARASHI_ATF4_TARGETS_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/IGARASHI_ATF4_TARGETS_UP.html;ENSG00000005981,ENSG00000183605,ENSG00000111203,ENSG00000164951,ENSG00000120738;;
IGARASHI_ATF4_TARGETS_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/IGARASHI_ATF4_TARGETS_DN.html;ENSG00000137642,ENSG00000070669,ENSG00000182158,ENSG00000160200,ENSG00000241685,ENSG00000205060,ENSG00000168003,ENSG00000100266,ENSG00000081087,ENSG00000214357,ENSG00000155111,ENSG00000173726,ENSG00000054277,ENSG00000117020,ENSG00000113739,ENSG00000114030;;
ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_UP.html;ENSG00000154146,ENSG00000115758,ENSG00000101470,ENSG00000110047,ENSG00000198825,ENSG00000234343,ENSG00000059378,ENSG00000184494,ENSG00000128585,ENSG00000167074,ENSG00000227315,ENSG00000140199,ENSG00000198033,ENSG00000164692,ENSG00000119231,ENSG00000255751;;
ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN.html;ENSG00000229300,ENSG00000206380,ENSG00000226710,ENSG00000234728,ENSG00000133315,ENSG00000117151,ENSG00000167862,ENSG00000157193,ENSG00000099622,ENSG00000149179,ENSG00000130332,ENSG00000142856,ENSG00000138085,ENSG00000069275,ENSG00000143457,ENSG00000160783;;
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP.html;ENSG00000134323,ENSG00000079950,ENSG00000162174,ENSG00000169925,ENSG00000127884,ENSG00000127948,ENSG00000066468,ENSG00000112249,ENSG00000109956,ENSG00000130559,ENSG00000198690,ENSG00000182871,ENSG00000166923,ENSG00000128567,ENSG00000198838,ENSG00000160299;;
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN.html;ENSG00000115738,ENSG00000071575,ENSG00000174807,ENSG00000196839,ENSG00000166002,ENSG00000110047,ENSG00000148908,ENSG00000105894,ENSG00000084234,ENSG00000196569,ENSG00000172638,ENSG00000174804,ENSG00000131446,ENSG00000007384,ENSG00000112320,ENSG00000196411;;
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP.html;ENSG00000109929,ENSG00000110002,ENSG00000166257,ENSG00000076706,ENSG00000115738,ENSG00000115756,ENSG00000134323,ENSG00000197872,ENSG00000105854,ENSG00000135074,ENSG00000179348,ENSG00000124145,ENSG00000100276,ENSG00000064601,ENSG00000112419,ENSG00000130635;;
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN.html;ENSG00000176887,ENSG00000071575,ENSG00000079931,ENSG00000101470,ENSG00000162337,ENSG00000159251,ENSG00000102678,ENSG00000155506,ENSG00000114529,ENSG00000180875,ENSG00000116741,ENSG00000060718,ENSG00000143847,ENSG00000122180,ENSG00000163485,ENSG00000058668;;
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP.html;ENSG00000110002,ENSG00000076706,ENSG00000134323,ENSG00000197872,ENSG00000183044,ENSG00000153048,ENSG00000137845,ENSG00000118503,ENSG00000157045,ENSG00000143772,ENSG00000173457,ENSG00000154511,ENSG00000122481,ENSG00000134215,ENSG00000177606,ENSG00000172456;;
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN.html;ENSG00000176887,ENSG00000079931,ENSG00000102678,ENSG00000060718,ENSG00000058668,ENSG00000146674,ENSG00000155130,ENSG00000116774,ENSG00000152518,ENSG00000164951,ENSG00000180209,ENSG00000196628,ENSG00000145632,ENSG00000138379,ENSG00000173221;;
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP.html;ENSG00000134326,ENSG00000134321,ENSG00000198692,ENSG00000113240,ENSG00000196839,ENSG00000158560,ENSG00000166004,ENSG00000114120,ENSG00000196636,ENSG00000112246,ENSG00000149212,ENSG00000166037,ENSG00000146858,ENSG00000177409,ENSG00000188175,ENSG00000100380;;
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN.html;ENSG00000196208,ENSG00000165810,ENSG00000111907,ENSG00000004799,ENSG00000124102,ENSG00000164465,ENSG00000161055,ENSG00000091513,ENSG00000165474,ENSG00000183454,ENSG00000114638,ENSG00000188549,ENSG00000160593,ENSG00000094755,ENSG00000010379,ENSG00000117069;;
TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_UP.html;ENSG00000172059,ENSG00000197872,ENSG00000162241,ENSG00000138231,ENSG00000186001,ENSG00000256033,ENSG00000094755,ENSG00000203668,ENSG00000129292,ENSG00000162378,ENSG00000162772,ENSG00000178104,ENSG00000176658,ENSG00000155313,ENSG00000099810,ENSG00000132716;;
TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_DN.html;ENSG00000131089,ENSG00000115504,ENSG00000012174,ENSG00000011465,ENSG00000164292,ENSG00000152926,ENSG00000168785;;
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_UP.html;ENSG00000164692,ENSG00000150667,ENSG00000145423,ENSG00000060718,ENSG00000180479,ENSG00000213186,ENSG00000186432,ENSG00000123500,ENSG00000143476,ENSG00000117724,ENSG00000067533,ENSG00000106819,ENSG00000082397,ENSG00000137573,ENSG00000198805,ENSG00000162994;;
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN.html;ENSG00000137699,ENSG00000146409,ENSG00000111912,ENSG00000162241,ENSG00000124935,ENSG00000110484,ENSG00000006128,ENSG00000105894,ENSG00000184731,ENSG00000105825,ENSG00000091513,ENSG00000149591,ENSG00000166068,ENSG00000188549,ENSG00000177098,ENSG00000087077;;
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP.html;ENSG00000151779,ENSG00000101109,ENSG00000243317,ENSG00000111877,ENSG00000072571,ENSG00000164692,ENSG00000069667,ENSG00000078237,ENSG00000188739,ENSG00000116957,ENSG00000131508,ENSG00000122641,ENSG00000066279,ENSG00000213047,ENSG00000060718,ENSG00000108010;;
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN.html;ENSG00000110484,ENSG00000105894,ENSG00000114547,ENSG00000149591,ENSG00000133392,ENSG00000094755,ENSG00000112182,ENSG00000154027,ENSG00000187889,ENSG00000163435,ENSG00000189144,ENSG00000065534,ENSG00000197766,ENSG00000162896,ENSG00000105974,ENSG00000137673;;
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP.html;ENSG00000101109,ENSG00000146410,ENSG00000181450,ENSG00000153207,ENSG00000169255,ENSG00000143476,ENSG00000082397,ENSG00000156675,ENSG00000153002,ENSG00000203813,ENSG00000182572,ENSG00000197153,ENSG00000039068,ENSG00000123975,ENSG00000106415,ENSG00000182670;;
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_DN.html;ENSG00000221886,ENSG00000134258,ENSG00000106819,ENSG00000101871,ENSG00000069535,ENSG00000113615;;
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP.html;ENSG00000154096,ENSG00000130635,ENSG00000164692,ENSG00000168246,ENSG00000143756,ENSG00000137965,ENSG00000145423,ENSG00000122641,ENSG00000090104,ENSG00000148848,ENSG00000150760,ENSG00000060718,ENSG00000151617,ENSG00000106624,ENSG00000173110,ENSG00000138615;;
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN.html;ENSG00000137642,ENSG00000137699,ENSG00000160862,ENSG00000004799,ENSG00000084234,ENSG00000064393,ENSG00000058063,ENSG00000128849,ENSG00000016402,ENSG00000112378,ENSG00000094755,ENSG00000154027,ENSG00000151914,ENSG00000056736,ENSG00000113739,ENSG00000134709;;
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP.html;ENSG00000137642,ENSG00000137699,ENSG00000160862,ENSG00000004799,ENSG00000084234,ENSG00000077458,ENSG00000082175,ENSG00000198838,ENSG00000256061,ENSG00000128849,ENSG00000016402,ENSG00000112378,ENSG00000135218,ENSG00000133392,ENSG00000094755,ENSG00000151914;;
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN.html;ENSG00000101104,ENSG00000130635,ENSG00000164692,ENSG00000256033,ENSG00000043462,ENSG00000137965,ENSG00000145423,ENSG00000204524,ENSG00000090104,ENSG00000148848,ENSG00000060718,ENSG00000106624,ENSG00000123500,ENSG00000176890,ENSG00000106819,ENSG00000111801;;
CHANDRAN_METASTASIS_TOP50_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/CHANDRAN_METASTASIS_TOP50_UP.html;ENSG00000155506,ENSG00000006451,ENSG00000105968,ENSG00000177885,ENSG00000149187,ENSG00000162433,ENSG00000176788,ENSG00000142168,ENSG00000173674,ENSG00000100811,ENSG00000169083,ENSG00000080824,ENSG00000145907,ENSG00000123416,ENSG00000100201,ENSG00000144381;;
CHANDRAN_METASTASIS_TOP50_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/CHANDRAN_METASTASIS_TOP50_DN.html;ENSG00000112297,ENSG00000173726,ENSG00000099622,ENSG00000160888,ENSG00000105755,ENSG00000166888,ENSG00000215021,ENSG00000163346,ENSG00000170345,ENSG00000104332,ENSG00000015285,ENSG00000123358,ENSG00000102316;;
WILCOX_PRESPONSE_TO_ROGESTERONE_UP;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/WILCOX_PRESPONSE_TO_ROGESTERONE_UP.html;ENSG00000109929,ENSG00000171848,ENSG00000134324,ENSG00000090612,ENSG00000242265,ENSG00000112414,ENSG00000166037,ENSG00000205413,ENSG00000072571,ENSG00000118515,ENSG00000160285,ENSG00000129048,ENSG00000112339,ENSG00000114796,ENSG00000172594,ENSG00000118898;;
WILCOX_PRESPONSE_TO_ROGESTERONE_DN;GSEA C2;http://www.broadinstitute.org/gsea/msigdb/cards/WILCOX_PRESPONSE_TO_ROGESTERONE_DN.html;ENSG00000100285,ENSG00000182667,ENSG00000196923,ENSG00000064393,ENSG00000142156,ENSG00000164692,ENSG00000137801,ENSG00000256277,ENSG00000255711,ENSG00000108556,ENSG00000151914,ENSG00000122641,ENSG00000121552,ENSG00000060718,ENSG00000161281,ENSG00000058668;;
